subject_1,subject_2,number_students,PPE_TakingSubj2,PPE_NOTTakingSubj2,Performance_Diff
Music Technology,Electronics,29,40.12,33.15,6.97
Music Technology,English Language,131,24.89,30,-5.11
Music Technology,English Language & Literature,90,27.92,30.69,-2.77
Music Technology,English Literature,556,32.28,30.25,2.03
Music Technology,Environmental Science,10,32.61,33.67,-1.06
Music Technology,Film Studies,371,27.96,35.29,-7.33
Music Technology,French,162,37.22,32.66,4.56
Music Technology,Geography,361,34.69,34.76,-0.07
Music Technology,Geology,35,32.37,33.44,-1.07
Music Technology,German,21,34.11,32.67,1.44
Music Technology,Government & Politics,224,27.01,26.94,0.07
Music Technology,Gujarati,0,NA,26.6,NA
Music Technology,History,546,28.66,28.07,0.59
Music Technology,History of Art,29,37.7,30.74,6.96
Music Technology,Home Economics: Food,0,NA,32.8,NA
Music Technology,Information & Communications Technology,0,NA,26.09,NA
Music Technology,Irish,0,NA,30.74,NA
Music Technology,Italian,14,29.62,34.03,-4.41
Music Technology,Japanese,8,61.98,33.02,28.96
Music Technology,Latin,7,48.39,29.44,18.95
Music Technology,Law,90,29.98,29.27,0.71
Music Technology,Logic/ Philosophy,132,37.52,27.5,10.02
Music Technology,Mathematics,1329,37.5,25.6,11.9
Music Technology,Mathematics (Further),203,48.08,31.97,16.11
Music Technology,Mathematics (Statistics),21,33.9,32.46,1.44
Music Technology,Media/Film/Tv Studies,417,21.37,26.78,-5.41
Music Technology,Modern Greek,0,NA,29.51,NA
Music Technology,Modern Hebrew,0,NA,34.43,NA
Music Technology,Music,1327,29.69,25.91,3.78
Music Technology,Other Classical Languages,0,NA,32.11,NA
Music Technology,Persian,0,NA,34.1,NA
Music Technology,Physical Education/Sports Studies,84,29.18,30.86,-1.68
Music Technology,Physics,709,39.79,29.19,10.6
Music Technology,Polish,0,NA,27.08,NA
Music Technology,Portuguese,7,48.81,29.86,18.95
Music Technology,Psychology,702,27.37,26.27,1.1
Music Technology,Punjabi,0,NA,26.83,NA
Music Technology,Religious Studies,171,37.85,34.64,3.21
Music Technology,Russian,50,30.5,31.58,-1.08
Music Technology,Sociology,312,23.06,29.4,-6.34
Music Technology,Spanish,108,34.5,32.02,2.48
Music Technology,Turkish,0,NA,31.83,NA
Music Technology,Urdu,0,NA,30.5,NA
Other Classical Languages,Accounting/Finance,0,NA,54.66,NA
Other Classical Languages,Ancient History,0,NA,58.84,NA
Other Classical Languages,Arabic,0,NA,60.87,NA
Other Classical Languages,Art & Design,0,NA,58.98,NA
Other Classical Languages,Art & Design (3d Studies),0,NA,51.65,NA
Other Classical Languages,Art & Design (Critical Studies),0,NA,57.35,NA
Other Classical Languages,Art & Design (Fine Art),8,63.06,59.49,3.57
Other Classical Languages,Art & Design (Graphics),16,62.21,58.5,3.71
Other Classical Languages,Art & Design (Photography),0,NA,60.35,NA
Other Classical Languages,Art & Design (Textiles),0,NA,53.93,NA
Other Classical Languages,Bengali,0,NA,59.23,NA
Other Classical Languages,Biology,39,57.84,56.09,1.75
Other Classical Languages,Business  Studies:Single,0,NA,60.66,NA
Other Classical Languages,Chemistry,8,56.91,53.34,3.57
Other Classical Languages,Chinese,0,NA,54.03,NA
Other Classical Languages,Classical Civilisation,0,NA,52.67,NA
Other Classical Languages,Classical Greek,0,NA,54.54,NA
Other Classical Languages,Computer Studies/Computing,0,NA,59.6,NA
Other Classical Languages,D&T Engineering,0,NA,51.86,NA
Other Classical Languages,D&T Product Design,0,NA,55.82,NA
Other Classical Languages,D&T Textiles Technology,0,NA,61.22,NA
Other Classical Languages,Dance,0,NA,59.74,NA
Other Classical Languages,Design & Technology,0,NA,53.49,NA
Other Classical Languages,Drama & Theatre Studies,0,NA,55.99,NA
Other Classical Languages,Economics,39,57.93,56.18,1.75
Other Classical Languages,Electronics,0,NA,53.68,NA
Other Classical Languages,English Language,8,63.24,59.67,3.57
Other Classical Languages,English Language & Literature,8,55.75,52.18,3.57
Other Classical Languages,English Literature,8,55.46,51.89,3.57
Other Classical Languages,Environmental Science,0,NA,60.57,NA
Other Classical Languages,Film Studies,0,NA,56.22,NA
Other Classical Languages,French,8,64.94,61.36,3.58
Other Classical Languages,Geography,8,55.54,51.97,3.57
Other Classical Languages,Geology,0,NA,56.49,NA
Other Classical Languages,German,0,NA,52.16,NA
Other Classical Languages,Government & Politics,0,NA,54.65,NA
Other Classical Languages,Gujarati,0,NA,52.58,NA
Other Classical Languages,History,8,62.1,58.53,3.57
Other Classical Languages,History of Art,0,NA,56.37,NA
Other Classical Languages,Home Economics: Food,0,NA,60.62,NA
Other Classical Languages,Information & Communications Technology,0,NA,58.08,NA
Other Classical Languages,Irish,0,NA,52.89,NA
Other Classical Languages,Italian,0,NA,51.89,NA
Other Classical Languages,Japanese,0,NA,56.68,NA
Other Classical Languages,Latin,0,NA,52.31,NA
Other Classical Languages,Law,0,NA,51.76,NA
Other Classical Languages,Logic/ Philosophy,0,NA,53.97,NA
Other Classical Languages,Mathematics,62,58.51,57.2,1.31
Other Classical Languages,Mathematics (Further),16,57.51,53.8,3.71
Other Classical Languages,Mathematics (Statistics),0,NA,61.22,NA
Other Classical Languages,Media/Film/Tv Studies,0,NA,54.66,NA
Other Classical Languages,Modern Greek,0,NA,61.11,NA
Other Classical Languages,Modern Hebrew,8,60.12,56.55,3.57
Other Classical Languages,Music,0,NA,60.45,NA
Other Classical Languages,Music Technology,0,NA,61.4,NA
Other Classical Languages,Persian,0,NA,53.77,NA
Other Classical Languages,Physical Education/Sports Studies,0,NA,57.06,NA
Other Classical Languages,Physics,16,64.41,60.71,3.7
Other Classical Languages,Polish,0,NA,60.13,NA
Other Classical Languages,Portuguese,0,NA,60.98,NA
Other Classical Languages,Psychology,16,55.19,51.49,3.7
Other Classical Languages,Punjabi,0,NA,56.33,NA
Other Classical Languages,Religious Studies,8,63.41,59.84,3.57
Other Classical Languages,Russian,0,NA,59.58,NA
Other Classical Languages,Sociology,0,NA,61.08,NA
Other Classical Languages,Spanish,0,NA,61.38,NA
Other Classical Languages,Turkish,0,NA,57.52,NA
Other Classical Languages,Urdu,0,NA,52.01,NA
Persian,Accounting/Finance,0,NA,47.85,NA
Persian,Ancient History,0,NA,54.68,NA
Persian,Arabic,0,NA,54.28,NA
Persian,Art & Design,16,55.87,45.78,10.09
Persian,Art & Design (3d Studies),0,NA,49.67,NA
Persian,Art & Design (Critical Studies),0,NA,51.72,NA
Persian,Art & Design (Fine Art),51,51,48.05,2.95
Persian,Art & Design (Graphics),15,55.05,50.05,5
Persian,Art & Design (Photography),21,45.81,45.9,-0.09
Persian,Art & Design (Textiles),0,NA,50.06,NA
Persian,Bengali,0,NA,53.16,NA
Persian,Biology,212,56.01,50.98,5.03
Persian,Business  Studies:Single,65,52.63,50.3,2.33
Persian,Chemistry,225,48.77,44.41,4.36
Persian,Chinese,0,NA,51.26,NA
Persian,Classical Civilisation,0,NA,45.85,NA
Persian,Classical Greek,0,NA,54.91,NA
Persian,Computer Studies/Computing,48,63.55,53.07,10.48
Persian,D&T Engineering,0,NA,50.83,NA
Persian,D&T Product Design,16,60.24,50.15,10.09
Persian,D&T Textiles Technology,7,52.69,52.78,-0.09
Persian,Dance,0,NA,55,NA
Persian,Design & Technology,0,NA,51.81,NA
Persian,Drama & Theatre Studies,15,51.45,46.45,5
Persian,Economics,74,53.63,49.33,4.3
Persian,Electronics,0,NA,54.58,NA
Persian,English Language,0,NA,52.21,NA
Persian,English Language & Literature,14,52.57,52.66,-0.09
Persian,English Literature,72,52.83,50.73,2.1
Persian,Environmental Science,0,NA,46.13,NA
Persian,Film Studies,0,NA,45.39,NA
Persian,French,8,58.69,48.69,10
Persian,Geography,8,60.54,50.54,10
Persian,Geology,0,NA,54.14,NA
Persian,German,0,NA,48.87,NA
Persian,Government & Politics,53,51.21,55.35,-4.14
Persian,Gujarati,0,NA,45.64,NA
Persian,History,60,42,45.73,-3.73
Persian,History of Art,0,NA,51.04,NA
Persian,Home Economics: Food,0,NA,51.19,NA
Persian,Information & Communications Technology,0,NA,46.54,NA
Persian,Irish,0,NA,47.06,NA
Persian,Italian,6,37.72,47.91,-10.19
Persian,Japanese,0,NA,53.41,NA
Persian,Latin,0,NA,48.03,NA
Persian,Law,0,NA,48.27,NA
Persian,Logic/ Philosophy,8,57.84,47.84,10
Persian,Mathematics,397,53.31,46.94,6.37
Persian,Mathematics (Further),80,56.31,53.38,2.93
Persian,Mathematics (Statistics),0,NA,52.52,NA
Persian,Media/Film/Tv Studies,7,47.84,47.93,-0.09
Persian,Modern Greek,0,NA,45.94,NA
Persian,Modern Hebrew,0,NA,46.18,NA
Persian,Music,8,57.28,47.28,10
Persian,Music Technology,0,NA,53.31,NA
Persian,Other Classical Languages,0,NA,50.1,NA
Persian,Physical Education/Sports Studies,0,NA,52.4,NA
Persian,Physics,138,45.22,45.33,-0.11
Persian,Polish,0,NA,49.44,NA
Persian,Portuguese,0,NA,45.31,NA
Persian,Psychology,76,58.18,51.68,6.5
Persian,Punjabi,0,NA,53.75,NA
Persian,Religious Studies,15,51.44,46.44,5
Persian,Russian,0,NA,49.43,NA
Persian,Sociology,66,44.91,49.41,-4.5
Persian,Spanish,8,62,52,10
Persian,Turkish,0,NA,45.65,NA
Persian,Urdu,0,NA,48.77,NA
Physical Education/Sports Studies,Accounting/Finance,231,34.26,34.97,-0.71
Physical Education/Sports Studies,Ancient History,60,27.93,33.05,-5.12
Physical Education/Sports Studies,Arabic,12,22.54,34.59,-12.05
Physical Education/Sports Studies,Art & Design,252,27.8,27.8,0
Physical Education/Sports Studies,Art & Design (3d Studies),116,25.05,28.35,-3.3
Physical Education/Sports Studies,Art & Design (Critical Studies),0,NA,29.81,NA
Physical Education/Sports Studies,Art & Design (Fine Art),777,32.05,31.93,0.12
Physical Education/Sports Studies,Art & Design (Graphics),352,30.06,32.82,-2.76
Physical Education/Sports Studies,Art & Design (Photography),738,29.85,36.8,-6.95
Physical Education/Sports Studies,Art & Design (Textiles),229,27.18,29.01,-1.83
Physical Education/Sports Studies,Bengali,0,NA,33.54,NA
Physical Education/Sports Studies,Biology,19079,32.94,25.36,7.58
Physical Education/Sports Studies,Business  Studies:Single,13535,32.03,35.76,-3.73
Physical Education/Sports Studies,Chemistry,4170,39.78,31.07,8.71
Physical Education/Sports Studies,Chinese,56,27.02,32.4,-5.38
Physical Education/Sports Studies,Classical Civilisation,172,33.62,30.49,3.13
Physical Education/Sports Studies,Classical Greek,0,NA,32.87,NA
Physical Education/Sports Studies,Computer Studies/Computing,453,27.24,31.2,-3.96
Physical Education/Sports Studies,D&T Engineering,52,23.8,28.58,-4.78
Physical Education/Sports Studies,D&T Product Design,1009,31.57,36.31,-4.74
Physical Education/Sports Studies,D&T Textiles Technology,38,25.11,29.65,-4.54
Physical Education/Sports Studies,Dance,210,39.03,35.11,3.92
Physical Education/Sports Studies,Design & Technology,0,NA,31,NA
Physical Education/Sports Studies,Drama & Theatre Studies,500,29.06,30.82,-1.76
Physical Education/Sports Studies,Economics,6088,29.82,27.93,1.89
Physical Education/Sports Studies,Electronics,7,13.92,30.97,-17.05
Physical Education/Sports Studies,English Language,1333,32.38,34.27,-1.89
Physical Education/Sports Studies,English Language & Literature,554,24.78,28.49,-3.71
Physical Education/Sports Studies,English Literature,2209,37.05,35.57,1.48
Physical Education/Sports Studies,Environmental Science,378,31.61,32.56,-0.95
Physical Education/Sports Studies,Film Studies,205,27.17,33.33,-6.16
Physical Education/Sports Studies,French,637,31.96,29.06,2.9
Physical Education/Sports Studies,Geography,9879,29.41,27.93,1.48
Physical Education/Sports Studies,Geology,144,38.18,36.88,1.3
Physical Education/Sports Studies,German,268,38.83,36.17,2.66
Physical Education/Sports Studies,Government & Politics,1100,37.07,36.13,0.94
Physical Education/Sports Studies,Gujarati,0,NA,31.78,NA
Physical Education/Sports Studies,History,4946,28.71,28.87,-0.16
Physical Education/Sports Studies,History of Art,30,36.34,28.38,7.96
Physical Education/Sports Studies,Home Economics: Food,0,NA,28.83,NA
Physical Education/Sports Studies,Information & Communications Technology,0,NA,30.51,NA
Physical Education/Sports Studies,Irish,0,NA,28.54,NA
Physical Education/Sports Studies,Italian,16,19.59,31.63,-12.04
Physical Education/Sports Studies,Japanese,7,51.18,33.22,17.96
Physical Education/Sports Studies,Latin,11,37.57,34.61,2.96
Physical Education/Sports Studies,Law,1116,29.11,31.51,-2.4
Physical Education/Sports Studies,Logic/ Philosophy,159,32.73,33.48,-0.75
Physical Education/Sports Studies,Mathematics,9448,36.25,29.98,6.27
Physical Education/Sports Studies,Mathematics (Further),361,42.79,33.75,9.04
Physical Education/Sports Studies,Mathematics (Statistics),154,33.51,32.1,1.41
Physical Education/Sports Studies,Media/Film/Tv Studies,1273,26.63,34.91,-8.28
Physical Education/Sports Studies,Modern Greek,4,15.31,27.35,-12.04
Physical Education/Sports Studies,Modern Hebrew,0,NA,28.32,NA
Physical Education/Sports Studies,Music,224,29.53,27.99,1.54
Physical Education/Sports Studies,Music Technology,83,33.66,36.89,-3.23
Physical Education/Sports Studies,Other Classical Languages,0,NA,32.63,NA
Physical Education/Sports Studies,Persian,0,NA,35.05,NA
Physical Education/Sports Studies,Physics,2065,36.42,32.71,3.71
Physical Education/Sports Studies,Polish,30,21.67,30.86,-9.19
Physical Education/Sports Studies,Portuguese,7,11.74,28.78,-17.04
Physical Education/Sports Studies,Psychology,20639,30.81,29.87,0.94
Physical Education/Sports Studies,Punjabi,0,NA,34.29,NA
Physical Education/Sports Studies,Religious Studies,971,33.34,32.55,0.79
Physical Education/Sports Studies,Russian,37,24.04,29.83,-5.79
Physical Education/Sports Studies,Sociology,3735,29.96,35.78,-5.82
Physical Education/Sports Studies,Spanish,800,29.02,27.32,1.7
Physical Education/Sports Studies,Turkish,5,27.42,29.46,-2.04
Physical Education/Sports Studies,Urdu,0,NA,30.66,NA
Physics,Accounting/Finance,322,30.51,39.17,-8.66
Physics,Ancient History,134,25.23,35.92,-10.69
Physics,Arabic,243,23.6,30.84,-7.24
Physics,Art & Design,1494,26.85,30.97,-4.12
Physics,Art & Design (3d Studies),1199,22.65,30.59,-7.94
Physics,Art & Design (Critical Studies),4,19.45,34.33,-14.88
Physics,Art & Design (Fine Art),3636,28.15,31.71,-3.56
Physics,Art & Design (Graphics),771,32.35,39.51,-7.16
Physics,Art & Design (Photography),460,24.03,33.49,-9.46
Physics,Art & Design (Textiles),121,26.37,36.07,-9.7
Physics,Bengali,6,11.8,36.67,-24.87
Physics,Biology,19756,31.92,35.55,-3.63
Physics,Business  Studies:Single,5023,23.94,36.32,-12.38
Physics,Chemistry,62070,35.82,28.23,7.59
Physics,Chinese,1229,28.72,32.06,-3.34
Physics,Classical Civilisation,526,35.04,35.33,-0.29
Physics,Classical Greek,122,46.33,31.75,14.58
Physics,Computer Studies/Computing,38937,34.05,33.6,0.45
Physics,D&T Engineering,1223,33.24,38.9,-5.66
Physics,D&T Product Design,9323,27.9,33.93,-6.03
Physics,D&T Textiles Technology,32,32.23,33.77,-1.54
Physics,Dance,66,34.21,33.26,0.95
Physics,Design & Technology,0,NA,31.89,NA
Physics,Drama & Theatre Studies,658,33.71,34.71,-1
Physics,Economics,20917,32.72,33.98,-1.26
Physics,Electronics,1106,30.31,30.65,-0.34
Physics,English Language,408,22.51,32.63,-10.12
Physics,English Language & Literature,205,22.19,34.79,-12.6
Physics,English Literature,2426,35.8,39.11,-3.31
Physics,Environmental Science,275,25.38,35.85,-10.47
Physics,Film Studies,277,31.71,37.47,-5.76
Physics,French,2188,40.79,36.42,4.37
Physics,Geography,10574,24.01,31.01,-7
Physics,Geology,736,35.05,35.74,-0.69
Physics,German,1412,40.78,33.84,6.94
Physics,Government & Politics,1363,35.49,39.16,-3.67
Physics,Gujarati,0,NA,33.39,NA
Physics,History,6256,26.71,30.14,-3.43
Physics,History of Art,63,29.29,31.67,-2.38
Physics,Home Economics: Food,0,NA,31.16,NA
Physics,Information & Communications Technology,0,NA,33.69,NA
Physics,Irish,0,NA,34.77,NA
Physics,Italian,298,34.15,36.4,-2.25
Physics,Japanese,135,38.23,34.41,3.82
Physics,Latin,426,52.67,38.49,14.18
Physics,Law,490,21.9,32.3,-10.4
Physics,Logic/ Philosophy,746,33.95,30.12,3.83
Physics,Mathematics,190748,33.36,16.96,16.4
Physics,Mathematics (Further),70525,46.82,29.78,17.04
Physics,Mathematics (Statistics),199,23.74,37.81,-14.07
Physics,Media/Film/Tv Studies,334,22.53,35.02,-12.49
Physics,Modern Greek,64,25.68,30.56,-4.88
Physics,Modern Hebrew,0,NA,31.67,NA
Physics,Music,2534,44.99,39.28,5.71
Physics,Music Technology,608,35.8,39.74,-3.94
Physics,Other Classical Languages,12,37.93,32.8,5.13
Physics,Persian,86,20.52,31.91,-11.39
Physics,Physical Education/Sports Studies,1788,28.45,36.19,-7.74
Physics,Polish,254,27.88,32.36,-4.48
Physics,Portuguese,67,29.63,37.37,-7.74
Physics,Psychology,5470,25.54,35.24,-9.7
Physics,Punjabi,40,14.75,33.27,-18.52
Physics,Religious Studies,1278,35.52,38.35,-2.83
Physics,Russian,576,36.44,34.52,1.92
Physics,Sociology,700,18.79,30.16,-11.37
Physics,Spanish,2246,39.92,39.05,0.87
Physics,Turkish,146,22.02,32.06,-10.04
Physics,Urdu,3,11.56,36.44,-24.88
Polish,Accounting/Finance,16,29.64,39.54,-9.9
Polish,Ancient History,7,50.24,43.41,6.83
Polish,Arabic,0,NA,39.32,NA
Polish,Art & Design,143,51.39,47.3,4.09
Polish,Art & Design (3d Studies),14,50.89,44.06,6.83
Polish,Art & Design (Critical Studies),0,NA,38.33,NA
Polish,Art & Design (Fine Art),241,37.47,40.88,-3.41
Polish,Art & Design (Graphics),31,60.65,46.24,14.41
Polish,Art & Design (Photography),83,33.08,39.08,-6
Polish,Art & Design (Textiles),20,51.66,48.17,3.49
Polish,Bengali,0,NA,47.38,NA
Polish,Biology,580,43.61,39.51,4.1
Polish,Business  Studies:Single,499,47.27,48.13,-0.86
Polish,Chemistry,491,48.73,42.28,6.45
Polish,Chinese,0,NA,39.7,NA
Polish,Classical Civilisation,43,50.69,42.13,8.56
Polish,Classical Greek,0,NA,39.98,NA
Polish,Computer Studies/Computing,261,40.93,38.86,2.07
Polish,D&T Engineering,0,NA,45.68,NA
Polish,D&T Product Design,119,35.33,39.14,-3.81
Polish,D&T Textiles Technology,6,42.61,45.81,-3.2
Polish,Dance,13,41.26,39.44,1.82
Polish,Design & Technology,0,NA,44.11,NA
Polish,Drama & Theatre Studies,26,45.71,43.89,1.82
Polish,Economics,466,47.63,45.27,2.36
Polish,Electronics,13,45.92,44.11,1.81
Polish,English Language,118,40.62,40.11,0.51
Polish,English Language & Literature,84,51.73,47.33,4.4
Polish,English Literature,421,47.82,42.54,5.28
Polish,Environmental Science,0,NA,45,NA
Polish,Film Studies,19,41.26,41.11,0.15
Polish,French,83,44.6,39.36,5.24
Polish,Geography,322,42.54,41.22,1.32
Polish,Geology,0,NA,38.94,NA
Polish,German,60,42.88,39.35,3.53
Polish,Government & Politics,226,47.61,43.82,3.79
Polish,Gujarati,0,NA,47.86,NA
Polish,History,501,47.22,42.65,4.57
Polish,History of Art,15,56.55,44.71,11.84
Polish,Home Economics: Food,0,NA,40.2,NA
Polish,Information & Communications Technology,0,NA,41.08,NA
Polish,Irish,0,NA,45.97,NA
Polish,Italian,0,NA,42.28,NA
Polish,Japanese,0,NA,44.11,NA
Polish,Latin,0,NA,42.84,NA
Polish,Law,202,40.74,44.11,-3.37
Polish,Logic/ Philosophy,36,54.29,45.4,8.89
Polish,Mathematics,1067,51.88,45.38,6.5
Polish,Mathematics (Further),176,47.34,40.24,7.1
Polish,Mathematics (Statistics),0,NA,47.78,NA
Polish,Media/Film/Tv Studies,103,33.65,38.65,-5
Polish,Modern Greek,0,NA,44.79,NA
Polish,Modern Hebrew,0,NA,48.14,NA
Polish,Music,34,51.57,46.71,4.86
Polish,Music Technology,0,NA,43.35,NA
Polish,Other Classical Languages,0,NA,48.08,NA
Polish,Persian,0,NA,38.62,NA
Polish,Physical Education/Sports Studies,42,39.96,43.19,-3.23
Polish,Physics,343,45.84,39.96,5.88
Polish,Portuguese,0,NA,38.73,NA
Polish,Psychology,1094,40.68,39.33,1.35
Polish,Punjabi,0,NA,43.07,NA
Polish,Religious Studies,187,50.81,45.24,5.57
Polish,Russian,36,43.41,46.63,-3.22
Polish,Sociology,674,43.29,42.96,0.33
Polish,Spanish,161,50.63,47.01,3.62
Polish,Turkish,5,32.5,45.71,-13.21
Polish,Urdu,0,NA,38.2,NA
Portuguese,Accounting/Finance,0,NA,34.13,NA
Portuguese,Ancient History,0,NA,37.07,NA
Portuguese,Arabic,0,NA,35.59,NA
Portuguese,Art & Design,27,30.83,34.01,-3.18
Portuguese,Art & Design (3d Studies),0,NA,41.83,NA
Portuguese,Art & Design (Critical Studies),0,NA,41.01,NA
Portuguese,Art & Design (Fine Art),52,40.49,39.79,0.7
Portuguese,Art & Design (Graphics),13,47.2,39.24,7.96
Portuguese,Art & Design (Photography),46,33.32,39.57,-6.25
Portuguese,Art & Design (Textiles),0,NA,35.17,NA
Portuguese,Bengali,0,NA,37.81,NA
Portuguese,Biology,174,41.16,31.14,10.02
Portuguese,Business  Studies:Single,105,38.57,33.53,5.04
Portuguese,Chemistry,109,44.01,33.5,10.51
Portuguese,Chinese,0,NA,35.69,NA
Portuguese,Classical Civilisation,15,50.9,32.85,18.05
Portuguese,Classical Greek,0,NA,40.46,NA
Portuguese,Computer Studies/Computing,41,41.36,39.85,1.51
Portuguese,D&T Engineering,0,NA,41.65,NA
Portuguese,D&T Product Design,22,32.74,34.89,-2.15
Portuguese,D&T Textiles Technology,0,NA,35.6,NA
Portuguese,Dance,7,53.49,40.55,12.94
Portuguese,Design & Technology,0,NA,34.13,NA
Portuguese,Drama & Theatre Studies,28,36.66,37.8,-1.14
Portuguese,Economics,91,38.14,35.04,3.1
Portuguese,Electronics,0,NA,40.38,NA
Portuguese,English Language,46,35.7,35.29,0.41
Portuguese,English Language & Literature,13,40.96,33,7.96
Portuguese,English Literature,120,43.34,39.62,3.72
Portuguese,Environmental Science,0,NA,37.67,NA
Portuguese,Film Studies,44,41.06,35.13,5.93
Portuguese,French,60,48.15,38.2,9.95
Portuguese,Geography,48,37.89,34.89,3
Portuguese,Geology,0,NA,36.37,NA
Portuguese,German,7,48.96,36.01,12.95
Portuguese,Government & Politics,118,47.01,37.83,9.18
Portuguese,Gujarati,0,NA,37.61,NA
Portuguese,History,76,42.28,41.66,0.62
Portuguese,History of Art,0,NA,36.87,NA
Portuguese,Home Economics: Food,0,NA,38.64,NA
Portuguese,Information & Communications Technology,0,NA,38.44,NA
Portuguese,Irish,0,NA,38.54,NA
Portuguese,Italian,7,50.09,37.14,12.95
Portuguese,Japanese,0,NA,32.45,NA
Portuguese,Latin,0,NA,41.1,NA
Portuguese,Law,27,38.6,41.78,-3.18
Portuguese,Logic/ Philosophy,15,33.91,41.12,-7.21
Portuguese,Mathematics,249,43.68,37.39,6.29
Portuguese,Mathematics (Further),49,46.09,41.8,4.29
Portuguese,Mathematics (Statistics),0,NA,36.19,NA
Portuguese,Media/Film/Tv Studies,33,39.32,41.49,-2.17
Portuguese,Modern Greek,0,NA,36.34,NA
Portuguese,Modern Hebrew,0,NA,36.36,NA
Portuguese,Music,12,38.72,35.81,2.91
Portuguese,Music Technology,7,46.21,33.27,12.94
Portuguese,Other Classical Languages,0,NA,40.05,NA
Portuguese,Persian,0,NA,40.11,NA
Portuguese,Physical Education/Sports Studies,11,37.37,39.5,-2.13
Portuguese,Physics,86,38.37,33.77,4.6
Portuguese,Polish,0,NA,35.82,NA
Portuguese,Psychology,218,48.39,39.79,8.6
Portuguese,Punjabi,0,NA,40.06,NA
Portuguese,Religious Studies,27,31.14,34.33,-3.19
Portuguese,Russian,5,32.94,40.08,-7.14
Portuguese,Sociology,186,42.59,39.99,2.6
Portuguese,Spanish,295,39.57,32.98,6.59
Portuguese,Turkish,0,NA,32.74,NA
Portuguese,Urdu,0,NA,41.71,NA
Psychology,Accounting/Finance,795,30.13,35.02,-4.89
Psychology,Ancient History,633,32.3,33.29,-0.99
Psychology,Arabic,409,32.79,34.72,-1.93
Psychology,Art & Design,5718,32.02,33.07,-1.05
Psychology,Art & Design (3d Studies),688,26.11,30.63,-4.52
Psychology,Art & Design (Critical Studies),72,28.27,29.74,-1.47
Psychology,Art & Design (Fine Art),13898,29.71,30.12,-0.41
Psychology,Art & Design (Graphics),2893,32.82,35.77,-2.95
Psychology,Art & Design (Photography),6434,31.61,37.76,-6.15
Psychology,Art & Design (Textiles),2757,35.34,37.21,-1.87
Psychology,Bengali,0,NA,37.45,NA
Psychology,Biology,116035,37.21,29.49,7.72
Psychology,Business  Studies:Single,42228,29.82,34.14,-4.32
Psychology,Chemistry,56906,40.7,32.71,7.99
Psychology,Chinese,756,36.38,33.03,3.35
Psychology,Classical Civilisation,3399,34.09,30.66,3.43
Psychology,Classical Greek,8,57.29,30.19,27.1
Psychology,Computer Studies/Computing,5804,31.91,33.52,-1.61
Psychology,D&T Engineering,104,26.98,32.15,-5.17
Psychology,D&T Product Design,3316,32.02,36.94,-4.92
Psychology,D&T Textiles Technology,607,33.2,34.38,-1.18
Psychology,Dance,935,33.96,35.16,-1.2
Psychology,Design & Technology,0,NA,31.15,NA
Psychology,Drama & Theatre Studies,8470,37.39,35.32,2.07
Psychology,Economics,29153,29.3,28.63,0.67
Psychology,Electronics,45,20.18,33.08,-12.9
Psychology,English Language,17632,31.03,32.1,-1.07
Psychology,English Language & Literature,8555,30.54,31.39,-0.85
Psychology,English Literature,50365,35.71,32.32,3.39
Psychology,Environmental Science,1348,34.95,36.37,-1.42
Psychology,Film Studies,4640,34.26,37.45,-3.19
Psychology,French,5864,42.09,35.42,6.67
Psychology,Geography,31450,37.19,36.31,0.88
Psychology,Geology,338,30.91,32.6,-1.69
Psychology,German,1473,34.17,28.48,5.69
Psychology,Government & Politics,14509,29.93,29.54,0.39
Psychology,Gujarati,0,NA,33.71,NA
Psychology,History,43560,36.74,33.92,2.82
Psychology,History of Art,360,36.89,33.22,3.67
Psychology,Home Economics: Food,0,NA,28.14,NA
Psychology,Information & Communications Technology,0,NA,32.75,NA
Psychology,Irish,0,NA,31,NA
Psychology,Italian,551,32.96,35.77,-2.81
Psychology,Japanese,89,37.42,31.66,5.76
Psychology,Latin,292,50.43,35.65,14.78
Psychology,Law,20614,26.98,29.7,-2.72
Psychology,Logic/ Philosophy,3928,36.36,34.95,1.41
Psychology,Mathematics,46413,37.71,31.37,6.34
Psychology,Mathematics (Further),2309,48.24,35.78,12.46
Psychology,Mathematics (Statistics),664,36.38,36.68,-0.3
Psychology,Media/Film/Tv Studies,9957,28.4,32.82,-4.42
Psychology,Modern Greek,131,36.71,36.28,0.43
Psychology,Modern Hebrew,82,29.47,30.5,-1.03
Psychology,Music,2555,33.25,30.12,3.13
Psychology,Music Technology,721,30.08,30.28,-0.2
Psychology,Other Classical Languages,15,51.81,29.71,22.1
Psychology,Persian,52,33.99,34.89,-0.9
Psychology,Physical Education/Sports Studies,20742,34.44,34.88,-0.44
Psychology,Physics,6733,35.93,32.99,2.94
Psychology,Polish,826,26.08,30.62,-4.54
Psychology,Portuguese,172,29.51,32.12,-2.61
Psychology,Punjabi,106,25.71,31.66,-5.95
Psychology,Religious Studies,18494,37.63,35.12,2.51
Psychology,Russian,563,35.43,36.21,-0.78
Psychology,Sociology,64810,31.55,34.77,-3.22
Psychology,Spanish,6873,33.87,29.57,4.3
Psychology,Turkish,324,29.11,31.07,-1.96
Psychology,Urdu,69,31.63,35.25,-3.62
Punjabi,Accounting/Finance,0,NA,52.05,NA
Punjabi,Ancient History,0,NA,49.76,NA
