"subject_1","Grade_1","subject_2","number_students","PPE_TakingSubj2","PPE_NOTTakingSubj2"
"Mathematics","B","Electronics",186,"z","z"
"Mathematics","B","English Language",236,"z","z"
"Mathematics","B","English Language & Literature",134,"z","z"
"Mathematics","B","English Literature",1594,"z","z"
"Mathematics","B","Environmental Science",76,"z","z"
"Mathematics","B","Film Studies",114,"z","z"
"Mathematics","B","French",1275,"z","z"
"Mathematics","B","Geography",3676,"z","z"
"Mathematics","B","Geology",119,"z","z"
"Mathematics","B","German",535,"z","z"
"Mathematics","B","Government & Politics",1281,"z","z"
"Mathematics","B","Gujarati",0,"z","z"
"Mathematics","B","History",3758,"z","z"
"Mathematics","B","History of Art",43,"z","z"
"Mathematics","B","Home Economics: Food",0,"z","z"
"Mathematics","B","Information & Communications Technology",0,"z","z"
"Mathematics","B","Irish",0,"z","z"
"Mathematics","B","Italian",95,"z","z"
"Mathematics","B","Japanese",60,"z","z"
"Mathematics","B","Latin",281,"z","z"
"Mathematics","B","Law",333,"z","z"
"Mathematics","B","Logic/ Philosophy",416,"z","z"
"Mathematics","B","Mathematics (Further)",16148,"z","z"
"Mathematics","B","Mathematics (Statistics)",71,"z","z"
"Mathematics","B","Media/Film/Tv Studies",164,"z","z"
"Mathematics","B","Modern Greek",15,"z","z"
"Mathematics","B","Modern Hebrew",3,"z","z"
"Mathematics","B","Music",818,"z","z"
"Mathematics","B","Music Technology",133,"z","z"
"Mathematics","B","Other Classical Languages",7,"z","z"
"Mathematics","B","Persian",27,"z","z"
"Mathematics","B","Physical Education/Sports Studies",816,"z","z"
"Mathematics","B","Physics",23815,"z","z"
"Mathematics","B","Polish",88,"z","z"
"Mathematics","B","Portuguese",21,"z","z"
"Mathematics","B","Psychology",3678,"z","z"
"Mathematics","B","Punjabi",9,"z","z"
"Mathematics","B","Religious Studies",742,"z","z"
"Mathematics","B","Russian",230,"z","z"
"Mathematics","B","Sociology",594,"z","z"
"Mathematics","B","Spanish",1203,"z","z"
"Mathematics","B","Turkish",57,"z","z"
"Mathematics","B","Urdu",6,"z","z"
"Mathematics","C","Accounting/Finance",343,"z","z"
"Mathematics","C","Ancient History",60,"z","z"
"Mathematics","C","Arabic",102,"z","z"
"Mathematics","C","Art & Design",550,"z","z"
"Mathematics","C","Art & Design (3d Studies)",289,"z","z"
"Mathematics","C","Art & Design (Critical Studies)",3,"z","z"
"Mathematics","C","Art & Design (Fine Art)",1519,"z","z"
"Mathematics","C","Art & Design (Graphics)",391,"z","z"
"Mathematics","C","Art & Design (Photography)",211,"z","z"
"Mathematics","C","Art & Design (Textiles)",105,"z","z"
"Mathematics","C","Bengali",2,"z","z"
"Mathematics","C","Biology",19748,"z","z"
"Mathematics","C","Business  Studies:Single",4040,"z","z"
"Mathematics","C","Chemistry",25646,"z","z"
"Mathematics","C","Chinese",644,"z","z"
"Mathematics","C","Classical Civilisation",293,"z","z"
"Mathematics","C","Classical Greek",63,"z","z"
"Mathematics","C","Computer Studies/Computing",10712,"z","z"
"Mathematics","C","D&T Engineering",192,"z","z"
"Mathematics","C","D&T Product Design",1764,"z","z"
"Mathematics","C","D&T Textiles Technology",28,"z","z"
"Mathematics","C","Dance",41,"z","z"
"Mathematics","C","Design & Technology",0,"z","z"
"Mathematics","C","Drama & Theatre Studies",398,"z","z"
"Mathematics","C","Economics",13869,"z","z"
"Mathematics","C","Electronics",229,"z","z"
"Mathematics","C","English Language",325,"z","z"
"Mathematics","C","English Language & Literature",159,"z","z"
"Mathematics","C","English Literature",1919,"z","z"
"Mathematics","C","Environmental Science",97,"z","z"
"Mathematics","C","Film Studies",185,"z","z"
"Mathematics","C","French",1455,"z","z"
"Mathematics","C","Geography",4773,"z","z"
"Mathematics","C","Geology",158,"z","z"
"Mathematics","C","German",578,"z","z"
"Mathematics","C","Government & Politics",1735,"z","z"
"Mathematics","C","Gujarati",0,"z","z"
"Mathematics","C","History",4539,"z","z"
"Mathematics","C","History of Art",52,"z","z"
"Mathematics","C","Home Economics: Food",0,"z","z"
"Mathematics","C","Information & Communications Technology",0,"z","z"
"Mathematics","C","Irish",0,"z","z"
"Mathematics","C","Italian",122,"z","z"
"Mathematics","C","Japanese",67,"z","z"
"Mathematics","C","Latin",304,"z","z"
"Mathematics","C","Law",476,"z","z"
"Mathematics","C","Logic/ Philosophy",455,"z","z"
"Mathematics","C","Mathematics (Further)",15733,"z","z"
"Mathematics","C","Mathematics (Statistics)",104,"z","z"
"Mathematics","C","Media/Film/Tv Studies",264,"z","z"
"Mathematics","C","Modern Greek",18,"z","z"
"Mathematics","C","Modern Hebrew",5,"z","z"
"Mathematics","C","Music",914,"z","z"
"Mathematics","C","Music Technology",175,"z","z"
"Mathematics","C","Other Classical Languages",8,"z","z"
"Mathematics","C","Persian",33,"z","z"
"Mathematics","C","Physical Education/Sports Studies",1107,"z","z"
"Mathematics","C","Physics",29147,"z","z"
"Mathematics","C","Polish",105,"z","z"
"Mathematics","C","Portuguese",29,"z","z"
"Mathematics","C","Psychology",5141,"z","z"
"Mathematics","C","Punjabi",13,"z","z"
"Mathematics","C","Religious Studies",926,"z","z"
"Mathematics","C","Russian",272,"z","z"
"Mathematics","C","Sociology",886,"z","z"
"Mathematics","C","Spanish",1347,"z","z"
"Mathematics","C","Turkish",72,"z","z"
"Mathematics","C","Urdu",10,"z","z"
"Mathematics","D","Accounting/Finance",508,"z","z"
"Mathematics","D","Ancient History",75,"z","z"
"Mathematics","D","Arabic",128,"z","z"
"Mathematics","D","Art & Design",647,"z","z"
"Mathematics","D","Art & Design (3d Studies)",366,"z","z"
"Mathematics","D","Art & Design (Critical Studies)",4,"z","z"
"Mathematics","D","Art & Design (Fine Art)",1642,"z","z"
"Mathematics","D","Art & Design (Graphics)",485,"z","z"
"Mathematics","D","Art & Design (Photography)",282,"z","z"
"Mathematics","D","Art & Design (Textiles)",136,"z","z"
"Mathematics","D","Bengali",3,"z","z"
"Mathematics","D","Biology",22151,"z","z"
"Mathematics","D","Business  Studies:Single",5057,"z","z"
"Mathematics","D","Chemistry",28967,"z","z"
"Mathematics","D","Chinese",766,"z","z"
"Mathematics","D","Classical Civilisation",345,"z","z"
"Mathematics","D","Classical Greek",68,"z","z"
"Mathematics","D","Computer Studies/Computing",12518,"z","z"
"Mathematics","D","D&T Engineering",236,"z","z"
"Mathematics","D","D&T Product Design",2266,"z","z"
"Mathematics","D","D&T Textiles Technology",35,"z","z"
"Mathematics","D","Dance",50,"z","z"
"Mathematics","D","Design & Technology",0,"z","z"
"Mathematics","D","Drama & Theatre Studies",456,"z","z"
"Mathematics","D","Economics",15472,"z","z"
"Mathematics","D","Electronics",286,"z","z"
"Mathematics","D","English Language",429,"z","z"
"Mathematics","D","English Language & Literature",199,"z","z"
"Mathematics","D","English Literature",2327,"z","z"
"Mathematics","D","Environmental Science",135,"z","z"
"Mathematics","D","Film Studies",209,"z","z"
"Mathematics","D","French",1532,"z","z"
"Mathematics","D","Geography",5372,"z","z"
"Mathematics","D","Geology",179,"z","z"
"Mathematics","D","German",626,"z","z"
"Mathematics","D","Government & Politics",2008,"z","z"
"Mathematics","D","Gujarati",0,"z","z"
"Mathematics","D","History",5230,"z","z"
"Mathematics","D","History of Art",53,"z","z"
"Mathematics","D","Home Economics: Food",0,"z","z"
"Mathematics","D","Information & Communications Technology",0,"z","z"
"Mathematics","D","Irish",0,"z","z"
"Mathematics","D","Italian",147,"z","z"
"Mathematics","D","Japanese",69,"z","z"
"Mathematics","D","Latin",290,"z","z"
"Mathematics","D","Law",642,"z","z"
"Mathematics","D","Logic/ Philosophy",501,"z","z"
"Mathematics","D","Mathematics (Further)",16923,"z","z"
"Mathematics","D","Mathematics (Statistics)",117,"z","z"
"Mathematics","D","Media/Film/Tv Studies",359,"z","z"
"Mathematics","D","Modern Greek",22,"z","z"
"Mathematics","D","Modern Hebrew",6,"z","z"
"Mathematics","D","Music",1040,"z","z"
"Mathematics","D","Music Technology",202,"z","z"
"Mathematics","D","Other Classical Languages",8,"z","z"
"Mathematics","D","Persian",39,"z","z"
"Mathematics","D","Physical Education/Sports Studies",1385,"z","z"
"Mathematics","D","Physics",31559,"z","z"
"Mathematics","D","Polish",130,"z","z"
"Mathematics","D","Portuguese",32,"z","z"
"Mathematics","D","Psychology",6653,"z","z"
"Mathematics","D","Punjabi",20,"z","z"
"Mathematics","D","Religious Studies",1056,"z","z"
"Mathematics","D","Russian",331,"z","z"
"Mathematics","D","Sociology",1149,"z","z"
"Mathematics","D","Spanish",1539,"z","z"
"Mathematics","D","Turkish",96,"z","z"
"Mathematics","D","Urdu",16,"z","z"
"Mathematics","E","Accounting/Finance",596,"z","z"
"Mathematics","E","Ancient History",85,"z","z"
"Mathematics","E","Arabic",149,"z","z"
"Mathematics","E","Art & Design",760,"z","z"
"Mathematics","E","Art & Design (3d Studies)",441,"z","z"
"Mathematics","E","Art & Design (Critical Studies)",4,"z","z"
"Mathematics","E","Art & Design (Fine Art)",1846,"z","z"
"Mathematics","E","Art & Design (Graphics)",543,"z","z"
"Mathematics","E","Art & Design (Photography)",344,"z","z"
"Mathematics","E","Art & Design (Textiles)",148,"z","z"
"Mathematics","E","Bengali",5,"z","z"
"Mathematics","E","Biology",23641,"z","z"
"Mathematics","E","Business  Studies:Single",6301,"z","z"
"Mathematics","E","Chemistry",31680,"z","z"
"Mathematics","E","Chinese",796,"z","z"
"Mathematics","E","Classical Civilisation",356,"z","z"
"Mathematics","E","Classical Greek",68,"z","z"
"Mathematics","E","Computer Studies/Computing",13503,"z","z"
"Mathematics","E","D&T Engineering",296,"z","z"
"Mathematics","E","D&T Product Design",2586,"z","z"
"Mathematics","E","D&T Textiles Technology",39,"z","z"
"Mathematics","E","Dance",51,"z","z"
"Mathematics","E","Design & Technology",0,"z","z"
"Mathematics","E","Drama & Theatre Studies",524,"z","z"
"Mathematics","E","Economics",17852,"z","z"
"Mathematics","E","Electronics",296,"z","z"
"Mathematics","E","English Language",501,"z","z"
"Mathematics","E","English Language & Literature",248,"z","z"
"Mathematics","E","English Literature",2508,"z","z"
"Mathematics","E","Environmental Science",160,"z","z"
"Mathematics","E","Film Studies",225,"z","z"
"Mathematics","E","French",1544,"z","z"
"Mathematics","E","Geography",6241,"z","z"
"Mathematics","E","Geology",191,"z","z"
"Mathematics","E","German",663,"z","z"
"Mathematics","E","Government & Politics",2153,"z","z"
"Mathematics","E","Gujarati",0,"z","z"
"Mathematics","E","History",5670,"z","z"
"Mathematics","E","History of Art",54,"z","z"
"Mathematics","E","Home Economics: Food",0,"z","z"
"Mathematics","E","Information & Communications Technology",0,"z","z"
"Mathematics","E","Irish",0,"z","z"
"Mathematics","E","Italian",163,"z","z"
"Mathematics","E","Japanese",73,"z","z"
"Mathematics","E","Latin",296,"z","z"
"Mathematics","E","Law",808,"z","z"
"Mathematics","E","Logic/ Philosophy",534,"z","z"
"Mathematics","E","Mathematics (Further)",16177,"z","z"
"Mathematics","E","Mathematics (Statistics)",133,"z","z"
"Mathematics","E","Media/Film/Tv Studies",421,"z","z"
"Mathematics","E","Modern Greek",27,"z","z"
"Mathematics","E","Modern Hebrew",6,"z","z"
"Mathematics","E","Music",1069,"z","z"
"Mathematics","E","Music Technology",218,"z","z"
"Mathematics","E","Other Classical Languages",8,"z","z"
"Mathematics","E","Persian",47,"z","z"
"Mathematics","E","Physical Education/Sports Studies",1518,"z","z"
"Mathematics","E","Physics",33020,"z","z"
"Mathematics","E","Polish",145,"z","z"
"Mathematics","E","Portuguese",37,"z","z"
"Mathematics","E","Psychology",7155,"z","z"
"Mathematics","E","Punjabi",24,"z","z"
"Mathematics","E","Religious Studies",1128,"z","z"
"Mathematics","E","Russian",355,"z","z"
"Mathematics","E","Sociology",1503,"z","z"
"Mathematics","E","Spanish",1569,"z","z"
"Mathematics","E","Turkish",114,"z","z"
"Mathematics","E","Urdu",21,"z","z"
"Mathematics","U","Accounting/Finance",618,"z","z"
"Mathematics","U","Ancient History",89,"z","z"
"Mathematics","U","Arabic",163,"z","z"
"Mathematics","U","Art & Design",779,"z","z"
"Mathematics","U","Art & Design (3d Studies)",473,"z","z"
"Mathematics","U","Art & Design (Critical Studies)",4,"z","z"
"Mathematics","U","Art & Design (Fine Art)",2012,"z","z"
"Mathematics","U","Art & Design (Graphics)",573,"z","z"
"Mathematics","U","Art & Design (Photography)",371,"z","z"
"Mathematics","U","Art & Design (Textiles)",177,"z","z"
"Mathematics","U","Bengali",5,"z","z"
"Mathematics","U","Biology",23228,"z","z"
"Mathematics","U","Business  Studies:Single",6608,"z","z"
"Mathematics","U","Chemistry",30719,"z","z"
"Mathematics","U","Chinese",788,"z","z"
"Mathematics","U","Classical Civilisation",368,"z","z"
"Mathematics","U","Classical Greek",65,"z","z"
"Mathematics","U","Computer Studies/Computing",12947,"z","z"
"Mathematics","U","D&T Engineering",314,"z","z"
"Mathematics","U","D&T Product Design",2738,"z","z"
"Mathematics","U","D&T Textiles Technology",40,"z","z"
"Mathematics","U","Dance",55,"z","z"
"Mathematics","U","Design & Technology",0,"z","z"
"Mathematics","U","Drama & Theatre Studies",536,"z","z"
"Mathematics","U","Economics",19265,"z","z"
"Mathematics","U","Electronics",323,"z","z"
"Mathematics","U","English Language",512,"z","z"
"Mathematics","U","English Language & Literature",250,"z","z"
"Mathematics","U","English Literature",2405,"z","z"
"Mathematics","U","Environmental Science",154,"z","z"
"Mathematics","U","Film Studies",246,"z","z"
"Mathematics","U","French",1581,"z","z"
"Mathematics","U","Geography",6475,"z","z"
"Mathematics","U","Geology",213,"z","z"
"Mathematics","U","German",670,"z","z"
"Mathematics","U","Government & Politics",2131,"z","z"
"Mathematics","U","Gujarati",0,"z","z"
"Mathematics","U","History",5897,"z","z"
"Mathematics","U","History of Art",57,"z","z"
"Mathematics","U","Home Economics: Food",0,"z","z"
"Mathematics","U","Information & Communications Technology",0,"z","z"
"Mathematics","U","Irish",0,"z","z"
"Mathematics","U","Italian",175,"z","z"
"Mathematics","U","Japanese",79,"z","z"
"Mathematics","U","Latin",287,"z","z"
"Mathematics","U","Law",851,"z","z"
"Mathematics","U","Logic/ Philosophy",532,"z","z"
"Mathematics","U","Mathematics (Further)",16349,"z","z"
"Mathematics","U","Mathematics (Statistics)",136,"z","z"
"Mathematics","U","Media/Film/Tv Studies",486,"z","z"
"Mathematics","U","Modern Greek",27,"z","z"
"Mathematics","U","Modern Hebrew",6,"z","z"
"Mathematics","U","Music",1091,"z","z"
"Mathematics","U","Music Technology",218,"z","z"
"Mathematics","U","Other Classical Languages",8,"z","z"
"Mathematics","U","Persian",53,"z","z"
"Mathematics","U","Physical Education/Sports Studies",1671,"z","z"
"Mathematics","U","Physics",34131,"z","z"
"Mathematics","U","Polish",150,"z","z"
"Mathematics","U","Portuguese",39,"z","z"
"Mathematics","U","Psychology",7781,"z","z"
"Mathematics","U","Punjabi",28,"z","z"
"Mathematics","U","Religious Studies",1243,"z","z"
"Mathematics","U","Russian",366,"z","z"
"Mathematics","U","Sociology",1632,"z","z"
"Mathematics","U","Spanish",1548,"z","z"
"Mathematics","U","Turkish",111,"z","z"
"Mathematics","U","Urdu",23,"z","z"
"Mathematics (Further)","*","Accounting/Finance",9,"z","z"
"Mathematics (Further)","*","Ancient History",1,"z","z"
"Mathematics (Further)","*","Arabic",3,"z","z"
"Mathematics (Further)","*","Art & Design",12,"z","z"
"Mathematics (Further)","*","Art & Design (3d Studies)",6,"z","z"
"Mathematics (Further)","*","Art & Design (Critical Studies)",0,"z","z"
"Mathematics (Further)","*","Art & Design (Fine Art)",30,"z","z"
"Mathematics (Further)","*","Art & Design (Graphics)",3,"z","z"
"Mathematics (Further)","*","Art & Design (Photography)",1,"z","z"
"Mathematics (Further)","*","Art & Design (Textiles)",0,"z","z"
"Mathematics (Further)","*","Bengali",0,"z","z"
"Mathematics (Further)","*","Biology",431,"z","z"
"Mathematics (Further)","*","Business  Studies:Single",38,"z","z"
"Mathematics (Further)","*","Chemistry",1884,"z","z"
"Mathematics (Further)","*","Chinese",30,"z","z"
"Mathematics (Further)","*","Classical Civilisation",7,"z","z"
"Mathematics (Further)","*","Classical Greek",10,"z","z"
"Mathematics (Further)","*","Computer Studies/Computing",1099,"z","z"
"Mathematics (Further)","*","D&T Engineering",8,"z","z"
"Mathematics (Further)","*","D&T Product Design",58,"z","z"
"Mathematics (Further)","*","D&T Textiles Technology",0,"z","z"
"Mathematics (Further)","*","Dance",1,"z","z"
"Mathematics (Further)","*","Design & Technology",0,"z","z"
"Mathematics (Further)","*","Drama & Theatre Studies",16,"z","z"
"Mathematics (Further)","*","Economics",706,"z","z"
"Mathematics (Further)","*","Electronics",18,"z","z"
"Mathematics (Further)","*","English Language",8,"z","z"
"Mathematics (Further)","*","English Language & Literature",1,"z","z"
"Mathematics (Further)","*","English Literature",60,"z","z"
"Mathematics (Further)","*","Environmental Science",0,"z","z"
"Mathematics (Further)","*","Film Studies",3,"z","z"
"Mathematics (Further)","*","French",94,"z","z"
"Mathematics (Further)","*","Geography",73,"z","z"
"Mathematics (Further)","*","Geology",7,"z","z"
"Mathematics (Further)","*","German",52,"z","z"
"Mathematics (Further)","*","Government & Politics",41,"z","z"
"Mathematics (Further)","*","Gujarati",0,"z","z"
"Mathematics (Further)","*","History",166,"z","z"
"Mathematics (Further)","*","History of Art",0,"z","z"
"Mathematics (Further)","*","Home Economics: Food",0,"z","z"
"Mathematics (Further)","*","Information & Communications Technology",0,"z","z"
"Mathematics (Further)","*","Irish",0,"z","z"
"Mathematics (Further)","*","Italian",5,"z","z"
"Mathematics (Further)","*","Japanese",5,"z","z"
"Mathematics (Further)","*","Latin",44,"z","z"
"Mathematics (Further)","*","Law",4,"z","z"
"Mathematics (Further)","*","Logic/ Philosophy",39,"z","z"
"Mathematics (Further)","*","Mathematics",4662,"z","z"
"Mathematics (Further)","*","Mathematics (Statistics)",1,"z","z"
"Mathematics (Further)","*","Media/Film/Tv Studies",0,"z","z"
"Mathematics (Further)","*","Modern Greek",0,"z","z"
"Mathematics (Further)","*","Modern Hebrew",0,"z","z"
"Mathematics (Further)","*","Music",81,"z","z"
"Mathematics (Further)","*","Music Technology",13,"z","z"
"Mathematics (Further)","*","Other Classical Languages",1,"z","z"
"Mathematics (Further)","*","Persian",3,"z","z"
"Mathematics (Further)","*","Physical Education/Sports Studies",12,"z","z"
"Mathematics (Further)","*","Physics",3414,"z","z"
"Mathematics (Further)","*","Polish",3,"z","z"
"Mathematics (Further)","*","Portuguese",0,"z","z"
"Mathematics (Further)","*","Psychology",72,"z","z"
"Mathematics (Further)","*","Punjabi",0,"z","z"
"Mathematics (Further)","*","Religious Studies",36,"z","z"
"Mathematics (Further)","*","Russian",18,"z","z"
"Mathematics (Further)","*","Sociology",6,"z","z"
"Mathematics (Further)","*","Spanish",71,"z","z"
"Mathematics (Further)","*","Turkish",0,"z","z"
"Mathematics (Further)","*","Urdu",0,"z","z"
"Mathematics (Further)","A","Accounting/Finance",21,"z","z"
"Mathematics (Further)","A","Ancient History",5,"z","z"
"Mathematics (Further)","A","Arabic",7,"z","z"
"Mathematics (Further)","A","Art & Design",23,"z","z"
"Mathematics (Further)","A","Art & Design (3d Studies)",14,"z","z"
"Mathematics (Further)","A","Art & Design (Critical Studies)",0,"z","z"
"Mathematics (Further)","A","Art & Design (Fine Art)",85,"z","z"
"Mathematics (Further)","A","Art & Design (Graphics)",11,"z","z"
"Mathematics (Further)","A","Art & Design (Photography)",8,"z","z"
"Mathematics (Further)","A","Art & Design (Textiles)",2,"z","z"
"Mathematics (Further)","A","Bengali",0,"z","z"
"Mathematics (Further)","A","Biology",829,"z","z"
"Mathematics (Further)","A","Business  Studies:Single",93,"z","z"
"Mathematics (Further)","A","Chemistry",3342,"z","z"
"Mathematics (Further)","A","Chinese",75,"z","z"
"Mathematics (Further)","A","Classical Civilisation",20,"z","z"
"Mathematics (Further)","A","Classical Greek",13,"z","z"
"Mathematics (Further)","A","Computer Studies/Computing",2226,"z","z"
"Mathematics (Further)","A","D&T Engineering",20,"z","z"
"Mathematics (Further)","A","D&T Product Design",139,"z","z"
"Mathematics (Further)","A","D&T Textiles Technology",2,"z","z"
"Mathematics (Further)","A","Dance",5,"z","z"
"Mathematics (Further)","A","Design & Technology",0,"z","z"
"Mathematics (Further)","A","Drama & Theatre Studies",26,"z","z"
"Mathematics (Further)","A","Economics",1590,"z","z"
"Mathematics (Further)","A","Electronics",27,"z","z"
"Mathematics (Further)","A","English Language",11,"z","z"
"Mathematics (Further)","A","English Language & Literature",6,"z","z"
"Mathematics (Further)","A","English Literature",117,"z","z"
"Mathematics (Further)","A","Environmental Science",0,"z","z"
"Mathematics (Further)","A","Film Studies",4,"z","z"
"Mathematics (Further)","A","French",170,"z","z"
"Mathematics (Further)","A","Geography",189,"z","z"
"Mathematics (Further)","A","Geology",13,"z","z"
"Mathematics (Further)","A","German",101,"z","z"
"Mathematics (Further)","A","Government & Politics",103,"z","z"
"Mathematics (Further)","A","Gujarati",0,"z","z"
"Mathematics (Further)","A","History",326,"z","z"
"Mathematics (Further)","A","History of Art",2,"z","z"
"Mathematics (Further)","A","Home Economics: Food",0,"z","z"
"Mathematics (Further)","A","Information & Communications Technology",0,"z","z"
"Mathematics (Further)","A","Irish",0,"z","z"
"Mathematics (Further)","A","Italian",14,"z","z"
"Mathematics (Further)","A","Japanese",8,"z","z"
"Mathematics (Further)","A","Latin",59,"z","z"
"Mathematics (Further)","A","Law",8,"z","z"
"Mathematics (Further)","A","Logic/ Philosophy",75,"z","z"
"Mathematics (Further)","A","Mathematics",10039,"z","z"
"Mathematics (Further)","A","Mathematics (Statistics)",10,"z","z"
"Mathematics (Further)","A","Media/Film/Tv Studies",1,"z","z"
"Mathematics (Further)","A","Modern Greek",0,"z","z"
"Mathematics (Further)","A","Modern Hebrew",0,"z","z"
"Mathematics (Further)","A","Music",154,"z","z"
"Mathematics (Further)","A","Music Technology",19,"z","z"
"Mathematics (Further)","A","Other Classical Languages",1,"z","z"
"Mathematics (Further)","A","Persian",6,"z","z"
"Mathematics (Further)","A","Physical Education/Sports Studies",31,"z","z"
"Mathematics (Further)","A","Physics",6225,"z","z"
"Mathematics (Further)","A","Polish",10,"z","z"
"Mathematics (Further)","A","Portuguese",3,"z","z"
"Mathematics (Further)","A","Psychology",149,"z","z"
"Mathematics (Further)","A","Punjabi",3,"z","z"
"Mathematics (Further)","A","Religious Studies",79,"z","z"
"Mathematics (Further)","A","Russian",42,"z","z"
"Mathematics (Further)","A","Sociology",20,"z","z"
"Mathematics (Further)","A","Spanish",142,"z","z"
"Mathematics (Further)","A","Turkish",4,"z","z"
"Mathematics (Further)","A","Urdu",0,"z","z"
"Mathematics (Further)","All","Accounting/Finance",33,"43.89","45.19"
"Mathematics (Further)","All","Ancient History",8,"52.11","50.15"
"Mathematics (Further)","All","Arabic",18,"44.64","50.19"
"Mathematics (Further)","All","Art & Design",48,"38.27","41.42"
"Mathematics (Further)","All","Art & Design (3d Studies)",27,"38.3","44.22"
"Mathematics (Further)","All","Art & Design (Critical Studies)",0,NA,"43.95"
"Mathematics (Further)","All","Art & Design (Fine Art)",168,"40.93","44.28"
"Mathematics (Further)","All","Art & Design (Graphics)",24,"37.5","44.72"
"Mathematics (Further)","All","Art & Design (Photography)",19,"37.46","45.64"
"Mathematics (Further)","All","Art & Design (Textiles)",11,"27.53","43.99"
"Mathematics (Further)","All","Bengali",0,NA,"47.42"
"Mathematics (Further)","All","Biology",1275,"43.04","41.31"
"Mathematics (Further)","All","Business  Studies:Single",255,"39.06","45.85"
"Mathematics (Further)","All","Chemistry",4839,"52.99","47.52"
"Mathematics (Further)","All","Chinese",177,"39.03","46.29"
"Mathematics (Further)","All","Classical Civilisation",41,"47.25","48.04"
"Mathematics (Further)","All","Classical Greek",18,"57.33","50.51"
"Mathematics (Further)","All","Computer Studies/Computing",3746,"45.15","45.23"
"Mathematics (Further)","All","D&T Engineering",31,"42.7","41.05"
"Mathematics (Further)","All","D&T Product Design",225,"48.6","48.69"
"Mathematics (Further)","All","D&T Textiles Technology",3,"35.41","44.29"
"Mathematics (Further)","All","Dance",6,"52.32","47.86"
"Mathematics (Further)","All","Design & Technology",0,NA,"44.75"
"Mathematics (Further)","All","Drama & Theatre Studies",58,"45.86","49.27"
"Mathematics (Further)","All","Economics",2609,"47.07","46.66"
"Mathematics (Further)","All","Electronics",53,"45.41","45.67"
"Mathematics (Further)","All","English Language",18,"48.47","44.01"
"Mathematics (Further)","All","English Language & Literature",12,"45.19","49.07"
"Mathematics (Further)","All","English Literature",195,"41.07","41.07"
"Mathematics (Further)","All","Environmental Science",3,"29.19","41.4"
"Mathematics (Further)","All","Film Studies",13,"38.67","47.3"
"Mathematics (Further)","All","French",215,"48.43","43.04"
"Mathematics (Further)","All","Geography",352,"39.12","41.05"
"Mathematics (Further)","All","Geology",20,"48.76","47.8"
"Mathematics (Further)","All","German",139,"53.12","48.48"
"Mathematics (Further)","All","Government & Politics",163,"48.97","48.28"
"Mathematics (Further)","All","Gujarati",0,NA,"45"
"Mathematics (Further)","All","History",540,"48.52","47.63"
"Mathematics (Further)","All","History of Art",4,"43.39","46.44"
"Mathematics (Further)","All","Home Economics: Food",0,NA,"41.75"
"Mathematics (Further)","All","Information & Communications Technology",0,NA,"49.97"
"Mathematics (Further)","All","Irish",0,NA,"50.28"
"Mathematics (Further)","All","Italian",19,"43.85","40.89"
"Mathematics (Further)","All","Japanese",12,"53.16","49.53"
"Mathematics (Further)","All","Latin",72,"55.24","47.22"
"Mathematics (Further)","All","Law",26,"40.59","50.15"
"Mathematics (Further)","All","Logic/ Philosophy",106,"42.1","40.97"
"Mathematics (Further)","All","Mathematics",15769,"41.89","43.16"
"Mathematics (Further)","All","Mathematics (Statistics)",23,"42.74","47.42"
"Mathematics (Further)","All","Media/Film/Tv Studies",5,"37.54","43.08"
"Mathematics (Further)","All","Modern Greek",5,"34.98","42.52"
"Mathematics (Further)","All","Modern Hebrew",0,NA,"42.83"
"Mathematics (Further)","All","Music",221,"48.91","46.05"
"Mathematics (Further)","All","Music Technology",31,"47.58","45.7"
"Mathematics (Further)","All","Other Classical Languages",2,"46.95","42.49"
"Mathematics (Further)","All","Persian",11,"33.26","41.54"
"Mathematics (Further)","All","Physical Education/Sports Studies",61,"47.88","50.15"
"Mathematics (Further)","All","Physics",10587,"49.65","46.11"
"Mathematics (Further)","All","Polish",26,"43.6","49.15"
"Mathematics (Further)","All","Portuguese",8,"32.99","44.79"
"Mathematics (Further)","All","Psychology",353,"42.86","47.37"
"Mathematics (Further)","All","Punjabi",4,"46.96","47.5"
"Mathematics (Further)","All","Religious Studies",132,"50.34","49.93"
"Mathematics (Further)","All","Russian",74,"47.22","47.14"
"Mathematics (Further)","All","Sociology",41,"32.46","41.05"
"Mathematics (Further)","All","Spanish",209,"49.46","47.37"
"Mathematics (Further)","All","Turkish",12,"29.9","43.79"
"Mathematics (Further)","All","Urdu",0,NA,"50.32"
"Mathematics (Further)","B","Accounting/Finance",26,"z","z"
"Mathematics (Further)","B","Ancient History",8,"z","z"
"Mathematics (Further)","B","Arabic",12,"z","z"
"Mathematics (Further)","B","Art & Design",35,"z","z"
"Mathematics (Further)","B","Art & Design (3d Studies)",19,"z","z"
"Mathematics (Further)","B","Art & Design (Critical Studies)",0,"z","z"
"Mathematics (Further)","B","Art & Design (Fine Art)",129,"z","z"
"Mathematics (Further)","B","Art & Design (Graphics)",18,"z","z"
"Mathematics (Further)","B","Art & Design (Photography)",11,"z","z"
"Mathematics (Further)","B","Art & Design (Textiles)",5,"z","z"
"Mathematics (Further)","B","Bengali",0,"z","z"
"Mathematics (Further)","B","Biology",1159,"z","z"
"Mathematics (Further)","B","Business  Studies:Single",170,"z","z"
